Abako	5/11/01	Violence against civilians	Military Forces of Nigeria (1999-2007)	7.63333	9.9	Agence France Presse	3
Abakpa	11/4/00	Violence against civilians	Muslim Militia (Nigeria)	10.54907	7.41622	All Africa	0
Abala	1/11/08	Violence against civilians	Unidentified Armed Group (Nigeria)	5.53424	7.88929	Vanguard (Nigeria)	0
Abeokuta	11/8/01	Battle-No change of territory	Unidentified Armed Group (Nigeria)	7.15	3.35	Xinhua News Agency	4
Abeokuta	12/6/01	Battle-No change of territory	Unidentified Armed Group (Nigeria)	7.15	3.35	Xinhua News Agency	5
Abeokuta	3/29/03	Violence against civilians	Unidentified Armed Group (Nigeria)	7.15	3.35	All Africa	0
Abeokuta	1/9/05	Riots/Protests	Protesters (Nigeria)	7.15	3.35	Agence France Presse	0
Abeokuta	7/18/05	Violence against civilians	Political Opposition Militia (Nigeria)	7.15	3.35	Vanguard (Nigeria)	0
Abeokuta	10/11/05	Battle-No change of territory	Unidentified Armed Group (Nigeria)	7.15	3.35	All Africa	0
Abeokuta	11/20/05	Riots/Protests	Rioters (Nigeria)	7.15	3.35	Panafrican News Agency	0
Abeokuta	11/23/05	Riots/Protests	Police Forces of Nigeria (1999-2007)	7.15	3.35	Panafrican News Agency	2
Abeokuta	9/27/08	Violence against civilians	Unidentified Armed Group (Nigeria)	7.15	3.35	All Africa	0
Abeokuta	10/10/08	Violence against civilians	Unidentified Armed Group (Nigeria)	7.15	3.35	Vanguard (Nigeria)	6
Abeokuta	12/21/08	Violence against civilians	Unidentified Armed Group (Nigeria)	7.15	3.35	All Africa	0
Abeokuta	6/13/10	Riots/Protests	Protesters (Nigeria)	7.15	3.35	All Africa	0
Abeokuta	28/06/2010	Riots/Protests	Protesters (Nigeria)	7.15	3.35	All Africa	0
Abeokuta	8/7/10	Riots/Protests	Protesters (Nigeria)	7.15	3.35	All Africa	0
Abia State	8/30/02	Violence against civilians	Unidentified Armed Group (Nigeria)	5.53424	7.88929	BBC Monitoring Africa	0
Abia State	9/29/09	Battle-No change of territory	Unidentified Armed Group (Nigeria)	5.53424	7.88929	Reuters News	0
Abiteye	5/25/09	Non-violent activity by a conflict actor	MEND: Movement for the Emancipation of the Niger Delta	4.75	6.08333	Agence France Presse	0
Abiteye	6/15/09	Non-violent activity by a conflict actor	MEND: Movement for the Emancipation of the Niger Delta	4.75	6.08333	Platts Commodity News	0
Abiteye	6/17/09	Battle-No change of territory	Military Forces of Nigeria (2007-)	4.75	6.08333	All Africa	0
Abiteye	6/17/09	Non-violent activity by a conflict actor	MEND: Movement for the Emancipation of the Niger Delta	4.75	6.08333	Reuters News	0
Aboh	6/17/03	Riots/Protests	Rioters (Nigeria)	5.55	6.53333	All Africa	2
Abonnema	6/11/03	Battle-No change of territory	Unidentified Ethnic Militia (Nigeria)	4.73012	6.77373	Agence France Presse	20
Abonnema	1/8/08	Battle-No change of territory	Unidentified Armed Group (Nigeria)	4.73012	6.77373	Reuters News	0
Abonnema	7/30/08	Battle-No change of territory	Unidentified Armed Group (Nigeria)	4.73012	6.77373	Agence France Presse	1
Abonnema Wharf	8/9/04	Battle-No change of territory	Military Forces of Nigeria (1999-2007)	4.73012	6.77373	PM News (Nigeria)	0
Abraka	3/8/05	Riots/Protests	Protesters (Nigeria)	5.7833	6.1	Dow Jones International News	1
Abuja	3/3/98	Battle-No change of territory	UAD: United Action for Democracy Militia	9.066667	7.483333	Reuters News	0
Abuja	9/9/99	Battle-No change of territory	Hausa Ethnic Militia (Nigeria)	9.066667	7.483333	Reuters News	2
Abuja	12/30/99	Battle-No change of territory	AD: Alliance For Democracy Militia (Nigeria)	9.066667	7.483333	BBC Monitoring Africa	0
Abuja	1/9/00	Riots/Protests	Rioters (Nigeria)	9.066667	7.483333	Adelaide Advertiser	1
Abuja	5/6/00	Battle-No change of territory	PDP: People's Democratic Party Militia (Nigeria)	9.066667	7.483333	Agence France Presse	0
Abuja	8/3/00	Battle-No change of territory	Muslim Militia (Nigeria)	9.066667	7.483333	Reuters News	5
Abuja	8/29/00	Riots/Protests	Police Forces of Nigeria (1999-2007)	9.066667	7.483333	Agence France Presse	4
Abuja	11/1/00	Violence against civilians	Unidentified Armed Group (Nigeria)	9.066667	7.483333	Reuters News	1
Abuja	12/20/01	Battle-No change of territory	Unidentified Armed Group (Nigeria)	9.066667	7.483333	Agence France Presse	2
Abuja	1/25/02	Riots/Protests	Rioters (Nigeria)	9.066667	7.483333	Reuters News	0
Abuja	5/6/02	Violence against civilians	Unidentified Armed Group (Nigeria)	9.066667	7.483333	Agence France Presse	0
Abuja	5/29/02	Violence against civilians	Police Forces of Nigeria (1999-2007)	9.066667	7.483333	Reuters News	0
Abuja	12/4/02	Violence against civilians	Civilians (Nigeria)	9.066667	7.483333	Africa News Service	1
Abuja	1/7/03	Violence against civilians	Police Forces of Nigeria (1999-2007)	9.066667	7.483333	Reuters News	8
Abuja	4/7/03	Violence against civilians	Unidentified Armed Group (Nigeria)	9.066667	7.483333	All Africa	0
Abuja	5/3/03	Violence against civilians	Unidentified Armed Group (Nigeria)	9.066667	7.483333	Africa Research Bulletin	1
Abuja	5/3/03	Violence against civilians	Unidentified Armed Group (Nigeria)	9.066667	7.483333	Dow Jones International News	1
Abuja	7/3/03	Violence against civilians	Unidentified Armed Group (Nigeria)	9.066667	7.483333	This Day (Nigeria)	0
Abuja	8/15/03	Battle-No change of territory	Military Forces of Nigeria (1999-2007)	9.066667	7.483333	All Africa	0
Abuja	8/29/03	Violence against civilians	Civilians (Nigeria)	9.066667	7.483333	Xinhua News Agency	3
Abuja	1/29/04	Riots/Protests	Rioters (Nigeria)	9.066667	7.483333	Reuters News	0
Abuja	3/5/04	Violence against civilians	Police Forces of Nigeria (1999-2007)	9.066667	7.483333	Reuters News	0
Abuja	3/5/04	Riots/Protests	Protesters (Nigeria)	9.066667	7.483333	PM News (Nigeria)	0
Abuja	7/1/04	Violence against civilians	Unidentified Armed Group (Nigeria)	9.066667	7.483333	Agence France Presse	0
Abuja	8/7/04	Riots/Protests	Protesters (Nigeria)	9.066667	7.483333	This Day (Nigeria)	0
Abuja	8/11/04	Riots/Protests	Protesters (Nigeria)	9.066667	7.483333	Reuters News	0
Abuja	8/23/04	Riots/Protests	Protesters (Nigeria)	9.066667	7.483333	All Africa	0
Abuja	8/24/04	Riots/Protests	Protesters (Nigeria)	9.066667	7.483333	Agence France Presse	0
Abuja	9/6/04	Riots/Protests	Protesters (Nigeria)	9.066667	7.483333	Reuters News	0
Abuja	10/6/04	Violence against civilians	Police Forces of Nigeria (1999-2007)	9.066667	7.483333	Reuters News	0
Abuja	10/6/04	Riots/Protests	Protesters (Nigeria)	9.066667	7.483333	Reuters News	0
Abuja	12/28/04	Violence against civilians	Military Forces of Nigeria (1999-2007)	9.066667	7.483333	Panafrican News Agency	0
Abuja	5/25/05	Riots/Protests	Protesters (Nigeria)	9.066667	7.483333	All Africa	0
Abuja	8/6/05	Violence against civilians	Police Forces of Nigeria (1999-2007)	9.066667	7.483333	Associated Press	6
Abuja	8/6/05	Violence against civilians	Police Forces of Nigeria (1999-2007)	9.066667	7.483333	Reuters News	0
Abuja	9/29/05	Riots/Protests	Protesters (Nigeria)	9.066667	7.483333	Agence France Presse	0
Abuja	9/30/05	Riots/Protests	Rioters (Nigeria)	9.066667	7.483333	BBC Monitoring	0
Abuja	10/6/05	Battle-No change of territory	Police Forces of Nigeria (1999-2007)	9.066667	7.483333	Xinhua News Agency	0
Abuja	10/17/05	Riots/Protests	Protesters (Nigeria)	9.066667	7.483333	Vanguard (Nigeria)	0
Abuja	5/12/06	Battle-No change of territory	Unidentified Armed Group (Nigeria)	9.066667	7.483333	AFP	1
Abuja	12/24/06	Riots/Protests	Police Forces of Nigeria (1999-2007)	9.066667	7.483333	All Africa	1
Abuja	12/8/07	Violence against civilians	Unidentified Armed Group (Nigeria)	9.066667	7.483333	All Africa	1
Abuja	1/8/08	Riots/Protests	Rioters (Nigeria)	9.066667	7.483333	Reuters News	0
Abuja	1/27/08	Violence against civilians	Unidentified Armed Group (Nigeria)	9.066667	7.483333	All Africa	1
Abuja	9/13/09	Violence against civilians	Unidentified Armed Group (Nigeria)	9.066667	7.483333	All Africa	0
Abuja	11/14/09	Battle-No change of territory	Yanbola Street Gang (Nigeria)	9.066667	7.483333	All Africa	1
Abuja	11/15/09	Riots/Protests	Rioters (Nigeria)	9.066667	7.483333	All Africa	0
Abuja	1/10/10	Riots/Protests	Protesters (Nigeria)	9.066667	7.483333	All Africa	0
Abuja	1/30/10	Violence against civilians	Unidentified Armed Group (Nigeria)	9.066667	7.483333	All Africa	0
Abuja	2/11/10	Riots/Protests	Protesters (Nigeria)	9.066667	7.483333	All Africa	0
Abuja	2/20/10	Violence against civilians	Police Forces of Nigeria (2007-)	9.066667	7.483333	The Associated Press	0
Abuja	2/20/10	Riots/Protests	Protesters (Nigeria)	9.066667	7.483333	The Associated Press	0
Abuja	2/21/10	Violence against civilians	Unidentified Armed Group (Nigeria)	9.066667	7.483333	All Africa	1
Abuja	3/10/10	Battle-No change of territory	SNG: Save Nigeria Group (Nigeria)	9.066667	7.483333	All Africa	0
Abuja	3/10/10	Riots/Protests	Protesters (Nigeria)	9.066667	7.483333	Agence France Presse	0
Abuja	3/16/10	Riots/Protests	Protesters (Nigeria)	9.066667	7.483333	Agence France Presse	0
Abuja	3/31/10	Battle-No change of territory	NLC: Nigeria Labour Congress (Nigeria)	9.066667	7.483333	Reuters	0
Abuja	4/11/10	Battle-No change of territory	Unidentified Armed Group (Nigeria)	9.066667	7.483333	All Africa	0
Abuja	4/11/10	Riots/Protests	Rioters (Nigeria)	9.066667	7.483333	All Africa	0
Abuja	4/26/10	Riots/Protests	Protesters (Nigeria)	9.066667	7.483333	All Africa	0
Abuja	4/27/10	Riots/Protests	Protesters (Nigeria)	9.066667	7.483333	All Africa	0
Abuja	4/27/10	Riots/Protests	Protesters (Nigeria)	9.066667	7.483333	All Africa	0
Abuja	5/1/10	Riots/Protests	Rioters (Nigeria)	9.066667	7.483333	All Africa	0
Abuja	6/13/10	Violence against civilians	Unidentified Armed Group (Nigeria)	9.066667	7.483333	All Africa	0
Abuja	6/14/10	Riots/Protests	Rioters (Nigeria)	9.066667	7.483333	All Africa	0
Abuja	28/11/2010	Riots/Protests	Protesters (Nigeria)	9.066667	7.483333	BBC Monitoring Africa	0
Abuja	29/06/2010	Riots/Protests	Protesters (Nigeria)	9.066667	7.483333	All Africa	0
Abuja	31/12/2010	Violence against civilians	Unidentified Armed Group (Nigeria)	9.066667	7.483333	Agence France Presse	4
Abuja	1/7/10	Battle-No change of territory	NULGE: Nigeria Union of Local Government Employees (Nigeria)	9.066667	7.483333	All Africa	0
Abuja	3/3/11	Violence against civilians	Unidentified Armed Group (Nigeria)	9.066667	7.483333	Reuters	10
Abuja	5/7/10	Riots/Protests	Protesters (Nigeria)	9.066667	7.483333	All Africa	0
Abuja	16/04/2011	Riots/Protests	Rioters (Nigeria)	9.066667	7.483333	BBC Monitoring Africa	0
Abuja	18/04/2011	Riots/Protests	Rioters (Nigeria)	9.066667	7.483333	Agence France Presse	0
Abuja	18/05/2011	Riots/Protests	Protesters (Nigeria)	9.066667	7.483333	BBC Monitoring Africa	0
Abuja	16/06/2011	Battle-No change of territory	Unidentified Armed Group (Nigeria)	9.066667	7.483333	Agence France Presse	2
Abuja	2/8/10	Riots/Protests	Protesters (Nigeria)	9.066667	7.483333	BBC Monitoring Africa	0
Abuja	25/08/2010	Riots/Protests	Protesters (Nigeria)	9.066667	7.483333	Agence France Presse	0
Abuja	27/08/2010	Violence against civilians	Unidentified Armed Group (Nigeria)	9.066667	7.483333	Agence France Presse	0
Abuja	29/08/2010	Battle-No change of territory	Unidentified Armed Group (Nigeria)	9.066667	7.483333	Agence France Presse	0
Abuja	1/10/10	Violence against civilians	MEND: Movement for the Emancipation of the Niger Delta	9.066667	7.483333	Reuters	12
Abuja	6/16/11	Battle-No change of territory	Boko Haram  Militia (Nigeria)	9.066667	7.483333	Agence France Presse	6
Abuja	7/26/11	Battle-No change of territory	Boko Haram  Militia (Nigeria)	9.066667	7.483333	Africa Research Bulletin	0
Abuja	8/30/11	Battle-No change of territory	Boko Haram  Militia (Nigeria)	9.066667	7.483333	Agence France Presse	0
Abuja	9/18/11	Battle-No change of territory	Unidentified Armed Group (Nigeria)	9.066667	7.483333	BBC Monitoring Africa	0
Abuja	7/26/11	Battle-No change of territory	Unidentified Armed Group (Nigeria)	9.066667	7.483333	BBC Monitoring Africa	0
Abuja	11/9/11	Non-violent activity by a conflict actor	National Youth Council of Nigeria (Nigeria)	9.066667	7.483333	Agence France Presse	0
Abuja	11/14/11	Riots/Protests	Rioters (Nigeria)	9.066667	7.483333	Agence France Presse	0
Abuja	12/8/11	Riots/Protests	Protesters (Nigeria)	9.066667	7.483333	Agence France Presse	0
Abuja	10/6/11	Riots/Protests	Rioters (Nigeria)	9.066667	7.483333	Agence France Presse	0
Abuja	8/26/11	Violence against civilians	Boko Haram  Militia (Nigeria)	9.066667	7.483333	Africa Research Bulletin	23
Abuja	7/26/11	Violence against civilians	Boko Haram  Militia (Nigeria)	9.066667	7.483333	Africa Research Bulletin	21
Abuja	9/7/11	Violence against civilians	Unidentified Armed Group (Nigeria)	9.066667	7.483333	BBC Monitoring Africa	0
Abuja	7/10/11	Violence against civilians	Unidentified Armed Group (Nigeria)	9.066667	7.483333	Philippines News Agency	3
Acadia	1/25/10	Riots/Protests	Protesters (Nigeria)	5.48593	5.75426	All Africa	0
Adamakiri	6/21/09	Non-violent activity by a conflict actor	MEND: Movement for the Emancipation of the Niger Delta	4.75	6.83333	BBC Monitoring	0
Adamawa State	15/01/2011	Riots/Protests	Protesters (Nigeria)	9.3333	12.5	BBC Monitoring Africa	0
Adayi	3/4/05	Battle-No change of territory	AD: Alliance For Democracy Militia (Nigeria)	7.8	6.7333	BBC Monitoring	3
Adeje	12/27/05	Non-violent activity by a conflict actor	Martyrs' Brigade (Nigeria)	6.18333	6.7	Reuters News	0
Ado-Ekiti	2/9/97	Battle-No change of territory	Unidentified Armed Group (Nigeria)	7.621	5.2215	Reuters News	0
Ado-Ekiti	8/26/02	Battle-No change of territory	Unidentified Ethnic Militia (Nigeria)	7.621	5.2215	Panafrican News Agency	3
Ado-Ekiti	1/4/03	Violence against civilians	Unidentified Armed Group (Nigeria)	7.621	5.2215	Reuters News	0
Ado-Ekiti	1/4/03	Violence against civilians	Unidentified Armed Group (Nigeria)	7.621	5.2215	The Independent	1
Ado-Ekiti	9/27/07	Battle-No change of territory	NURTW: National Union of Road Transport Workers	7.621	5.2215	All Africa	3
Ado-Ekiti	1/26/09	Riots/Protests	Protesters (Nigeria)	7.621	5.2215	All Africa	0
Ado-Ekiti	4/1/09	Riots/Protests	Rioters (Nigeria)	7.621	5.2215	All Africa	0
Ado-Ekiti	4/26/09	Riots/Protests	Protesters (Nigeria)	7.621	5.2215	All Africa	0
Ado-Ekiti	6/16/09	Battle-No change of territory	NURTW: National Union of Road Transport Workers	7.621	5.2215	This Day (Nigeria)	0
Ado-Ekiti	6/17/09	Battle-No change of territory	NURTW: National Union of Road Transport Workers	7.621	5.2215	This Day (Nigeria)	0
Ado-Ekiti	3/11/10	Riots/Protests	Protesters (Nigeria)	7.621	5.2215	All Africa	0
Ado-Ekiti	6/13/10	Riots/Protests	Protesters (Nigeria)	7.621	5.2215	All Africa	0
Ado-Ekiti	23/08/2010	Riots/Protests	Protesters (Nigeria)	7.621	5.2215	All Africa	0
Afikpo	3/10/10	Non-violent activity by a conflict actor	MASSOB: Movement for the Actualization of a Sovereign State of Biafra	5.88333	7.91667	All Africa	0
Afremo	6/21/09	Non-violent activity by a conflict actor	MEND: Movement for the Emancipation of the Niger Delta	4.75	6.83333	Global Insight Daily Analysis	0
Agbani	5/18/10	Violence against civilians	Unidentified Armed Group (Nigeria)	6.3019	7.55193	All Africa	0
Agbani	5/18/10	Violence against civilians	Unidentified Armed Group (Nigeria)	6.3019	7.55193	All Africa	0
Agbara	6/22/01	Violence against civilians	Police Forces of Nigeria (1999-2007)	6.50525	3.10306	The Progress	0
Agbara	3/13/10	Violence against civilians	Civilians (Nigeria)	6.50525	3.10306	All Africa	1
Agbor	6/18/03	Violence against civilians	Unidentified Armed Group (Nigeria)	6.26667	6.2	All Africa	5
Agege	9/28/00	Battle-No change of territory	OPC: Oodua People's Congress	6.61426	3.32437	All Africa	4
Agege	3/16/02	Violence against civilians	Unidentified Armed Group (Nigeria)	6.61486	3.32437	All Africa	3
Agege	2/8/08	Violence against civilians	Military Forces of Nigeria (2007-)	6.61426	3.32437	Africa Research Bulletin	4
Aghoro	1/7/09	Non-violent activity by a conflict actor	MEND: Movement for the Emancipation of the Niger Delta	4.75	6.08333	BBC Monitoring	0
Agip terminal	2/21/09	Battle-No change of territory	Military Forces of Nigeria (2007-)	4.75	6.08333	The Oil Daily	0
Ago-Ilaje	11/21/01	Riots/Protests	Rioters (Nigeria)	6.32343	4.7249	BBC Monitoring Africa	5
Ago-Iwoye	4/6/04	Battle-No change of territory	Eye Confraternity Student Militia (Nigeria)	6.9362	3.92199	Agence France Presse	2
Ago-Iwoye	6/16/05	Riots/Protests	OPC: Oodua People's Congress	6.95	3.9167	Dow Jones International News	0
Ago-Iwoye	6/17/05	Riots/Protests	OPC: Oodua People's Congress	6.95	3.9167	Dow Jones International News	0
Ago-Iwoye	10/20/08	Violence against civilians	Unidentified Armed Group (Nigeria)	6.9362	3.92199	Vanguard (Nigeria)	0
Ago-Iwoye	11/7/10	Battle-No change of territory	Unidentified Armed Group (Nigeria)	6.9362	3.92199	BBC Monitoring Africa	4
Agulu	1/10/10	Violence against civilians	APGA: All Progressives Grand Alliance Party Militia (Nigeria)	6.1	7.05	All Africa	0
Ahoada	8/17/06	Battle-No change of territory	Unidentified Armed Group (Nigeria)	5.08333	6.65	AFP	0
Ahoada	4/12/07	Battle-No change of territory	Unidentified Armed Group (Nigeria)	5.08333	6.65	Vanguard (Nigeria)	3
Ahoada	9/27/07	Riots/Protests	Protesters (Nigeria)	5.08333	6.65	All Africa	0
Ahoada	11/28/11	Violence against civilians	Unidentified Armed Group (Nigeria)	5.08333	6.65	All Africa	0
Ajakaja	1/16/09	Violence against civilians	Military Forces of Nigeria-Joint Task Force (2007-)	4.78917	6.99861	AFP	0
Ajakaja	1/17/09	Violence against civilians	Military Forces of Nigeria-Joint Task Force (2007-)	4.78917	6.99861	AFP	0
Ajaokuta Steel Company	4/10/05	Riots/Protests	Protesters (Nigeria)	7.4667	6.7	This Day (Nigeria)	0
Ajegunle	8/31/98	Violence against civilians	Unidentified Armed Group (Nigeria)	6.45679	3.34149	All Africa	4
Ajegunle	4/3/10	Battle-No change of territory	Rioters (Nigeria)	6.45679	3.34149	Agence France Presse	0
Ajegunle	4/3/10	Riots/Protests	Rioters (Nigeria)	6.45679	3.34149	Agence France Presse	0
Ajegunle	4/30/10	Violence against civilians	Police Forces of Nigeria (2007-)	6.45679	3.34149	Vanguard	1
Ajegunle	4/30/10	Riots/Protests	Rioters (Nigeria)	6.45679	3.34149	Vanguard	0
Akodudu	3/3/10	Battle-No change of territory	Unidentified Armed Group (Nigeria)	7.76667	3.71667	All Africa	1
Akoko	4/3/03	Violence against civilians	Unidentified Armed Group (Nigeria)	5.83333	7.3	All Africa	0
Akoko Edo	9/14/02	Battle-No change of territory	Okpe Ethnic Militia (Nigeria)	6.43333	2.73333	All Africa	2
Akowonjo	10/27/01	Violence against civilians	Unidentified Armed Group (Nigeria)	6.61012	3.30968	All Africa	0
Akowonjo	3/8/02	Violence against civilians	Civilians (Nigeria)	6.61012	3.30968	Panafrican News Agency	2
Akpoha Igbo	4/22/10	Battle-No change of territory	Ezillo Ethnic Militia (Nigeria)	5.99294	8.01223	BBC Monitoring	0
Akpoha Igbo	4/22/10	Battle-No change of territory	Ezza Ethnic Militia (Nigeria)	5.99294	8.01223	BBC Monitoring	0
Akungba-Akoko	6/18/09	Riots/Protests	Police Forces of Nigeria (2007-)	7.4696	5.7362	Vanguard (Nigeria)	2
Akure	11/10/97	Battle-No change of territory	Unidentified Armed Group (Nigeria)	7.25	5.2	Daily Times	1
Akure	5/23/00	Violence against civilians	Unidentified Armed Group (Nigeria)	7.25	5.2	Agence France Presse	1
Akure	3/25/03	Battle-No change of territory	PDP: People's Democratic Party Militia (Nigeria)	7.25	5.2	BBC Monitoring Africa	0
Akure	4/2/03	Riots/Protests	Rioters (Nigeria)	7.25	5.2	All Africa	0
Akure	3/8/07	Violence against civilians	Unidentified Armed Group (Nigeria)	7.25	5.2	All Africa	0
Akure	3/30/08	Violence against civilians	Unidentified Armed Group (Nigeria)	7.25	5.2	Vanguard (Nigeria)	0
Akure	8/4/08	Violence against civilians	Unidentified Armed Group (Nigeria)	7.25	5.2	Vanguard (Nigeria)	1
Akure	12/13/08	Battle-No change of territory	Unidentified Armed Group (Nigeria)	7.25	5.2	Vanguard (Nigeria)	2
Akure	12/19/08	Battle-No change of territory	Unidentified Armed Group (Nigeria)	7.25	5.2	Vanguard (Nigeria)	9
Akure	3/4/10	Violence against civilians	Unidentified Armed Group (Nigeria)	7.25	5.2	All Africa	1
Akure	3/12/10	Violence against civilians	Police Forces of Nigeria (2007-)	7.25	5.2	All Africa	0
Akure	3/14/10	Riots/Protests	Protesters (Nigeria)	7.25	5.2	All Africa	0
Akure	6/13/10	Riots/Protests	Protesters (Nigeria)	7.25	5.2	All Africa	0
Akure	6/17/10	Violence against civilians	Unidentified Armed Group (Nigeria)	7.25	5.2	All Africa	5
Akwa Ibom State	2/6/07	Violence against civilians	MEND: Movement for the Emancipation of the Niger Delta	5.0	7.83333	All Africa	0
Akwa Ibom State	2/6/07	Violence against civilians	Unidentified Armed Group (Nigeria)	5.0	7.83333	This Day (Nigeria)	0
Akwa Ibom State	6/11/07	Battle-No change of territory	Unidentified Armed Group (Nigeria)	5.0	7.83333	Xinhua News Agency	0
Akwa Ibom State	10/30/07	Violence against civilians	Unidentified Armed Group (Nigeria)	5.0	7.83333	Xinhua News Agency	1
Akwa Ibom State	3/12/08	Violence against civilians	Unidentified Armed Group (Nigeria)	5.0	7.83333	Reuters News	0
Akwa Ibom State	12/20/08	Violence against civilians	Civilians (International)	5.0	7.83333	Associated Press Newswires	1
Akwa Ibom State	5/2/09	Battle-No change of territory	Military Forces of Nigeria-Joint Task Force (2007-)	5.0	7.83333	Reuters News	0
Akwa Ibom State	8/11/10	Violence against civilians	MEND: Movement for the Emancipation of the Niger Delta	5.0	7.83333	Agence France Presse	0
Akwa Ibom State	17/11/2010	Battle-No change of territory	Military Forces of Nigeria (2007-)	5.0	7.83333	Dow Jones	0
Akwa Ibom State	7/30/11	Violence against civilians	Unidentified Armed Group (Nigeria)	5.0	7.83333	Xinhua News Agency	0
Akwanga	3/3/04	Violence against civilians	Unidentified Armed Group (Nigeria)	8.91667	8.38333	Panafrican News Agency	1
Akwanga	3/3/04	Battle-No change of territory	Unidentified Armed Group (Nigeria)	8.91667	8.38333	Panafrican News Agency	1
Alaba	11/30/09	Violence against civilians	Unidentified Armed Group (Nigeria)	8.81667	4.23333	All Africa	1
Aladja	2/21/07	Battle-No change of territory	Unidentified Armed Group (Nigeria)	5.33333	6.18333	Agence France Presse	2
Alakuko	2/3/01	Violence against civilians	Alakuko Community Militia (Nigeria)	6.67972	3.27056	The Progress	1
Alapere	1/27/04	Violence against civilians	OPC: Oodua People's Congress	6.45306	3.39583	Vanguard (Nigeria)	0
Alausa	2/9/04	Riots/Protests	Protesters (Nigeria)	8.0167	4.1333	PM News (Nigeria)	0
Alausa	3/5/04	Riots/Protests	Protesters (Nigeria)	8.0167	4.1333	This Day (Nigeria)	0
Alausa	10/5/04	Riots/Protests	Protesters (Nigeria)	8.0167	4.1333	PM News (Nigeria)	0
